"date";"code";"nom";"cas";"deces";"guerisons";"source"
"2021-06-08";"P5";"allemagne";"3712595";"89497";"3557840";"Robert Koch Institute"
"2021-06-09";"P5";"allemagne";"3715870";"89592";"3563140";"Robert Koch Institute"
"2021-06-10";"P5";"allemagne";"3718617";"89693";"3568460";"Robert Koch Institute"
"2021-06-11";"P5";"allemagne";"3720811";"89821";"3574000";"Robert Koch Institute"
"2021-06-12";"P5";"allemagne";"3722295";"89841";"3577840";"Robert Koch Institute"
"2021-06-13";"P5";"allemagne";"3723295";"89849";"3581340";"Robert Koch Institute"
"2021-06-14";"P5";"allemagne";"3724168";"89944";"3585660";"Robert Koch Institute"
"2021-06-15";"P5";"allemagne";"3725328";"90079";"3590610";"Robert Koch Institute"
"2021-06-16";"P5";"allemagne";"3726767";"90185";"3593730";"Robert Koch Institute"
"2021-06-17";"P5";"allemagne";"3727668";"90277";"3597940";"Robert Koch Institute"
"2021-06-18";"P5";"allemagne";"3728601";"90374";"3600360";"Robert Koch Institute"
"2021-06-19";"P5";"allemagne";"3729597";"90390";"3602150";"Robert Koch Institute"
"2021-06-20";"P5";"allemagne";"3730126";"90400";"3604050";"Robert Koch Institute"
"2021-06-21";"P5";"allemagne";"3730619";"90477";"3606150";"Robert Koch Institute"
"2021-06-22";"P5";"allemagne";"3731304";"90553";"3609310";"Robert Koch Institute"
"2021-06-23";"P5";"allemagne";"3732439";"90620";"3612840";"Robert Koch Institute"
"2021-06-24";"P5";"allemagne";"3732914";"90685";"3616140";"Robert Koch Institute"
"2021-06-25";"P5";"allemagne";"3733665";"90752";"3617470";"Robert Koch Institute"
"2021-06-26";"P5";"allemagne";"3734153";"90761";"3618510";"Robert Koch Institute"
"2021-06-27";"P5";"allemagne";"3734489";"90768";"3619010";"Robert Koch Institute"
"2021-06-28";"P5";"allemagne";"3734830";"90826";"3620830";"Robert Koch Institute"
"2021-06-29";"P5";"allemagne";"3735399";"90883";"3622220";"Robert Koch Institute"
"2021-06-30";"P5";"allemagne";"3736205";"90945";"3623800";"Robert Koch Institute"
"2021-07-01";"P5";"allemagne";"3736959";"91014";"3625010";"Robert Koch Institute"
"2021-07-02";"P5";"allemagne";"3737630";"91032";"3625740";"Robert Koch Institute"
"2021-07-03";"P5";"allemagne";"3738059";"91040";"3626610";"Robert Koch Institute"
"2021-07-04";"P5";"allemagne";"3738470";"91039";"3627520";"Robert Koch Institute"
"2021-07-05";"P5";"allemagne";"3738862";"91068";"3628600";"Robert Koch Institute"
"2021-07-06";"P5";"allemagne";"3739575";"91118";"3628910";"Robert Koch Institute"
"2021-07-07";"P5";"allemagne";"3740567";"91148";"3630340";"Robert Koch Institute"
"2021-07-08";"P5";"allemagne";"3741470";"91197";"3631310";"Robert Koch Institute"
"2021-07-09";"P5";"allemagne";"3742355";"91232";"3632230";"Robert Koch Institute"
"2021-07-10";"P5";"allemagne";"3743164";"91239";"3632330";"Robert Koch Institute"
"2021-07-11";"P5";"allemagne";"3743732";"91241";"3632930";"Robert Koch Institute"
"2021-07-12";"P5";"allemagne";"3744285";"91268";"3633520";"Robert Koch Institute"
"2021-07-13";"P5";"allemagne";"3745312";"91295";"3634550";"Robert Koch Institute"
"2021-07-14";"P5";"allemagne";"3746935";"91326";"3635420";"Robert Koch Institute"
"2021-07-15";"P5";"allemagne";"3748379";"91346";"3636120";"Robert Koch Institute"
"2021-07-16";"P5";"allemagne";"3749944";"91367";"3636960";"Robert Koch Institute"
"2021-07-17";"P5";"allemagne";"3751253";"91369";"3637480";"Robert Koch Institute"
"2021-07-18";"P5";"allemagne";"3752236";"91370";"3638720";"Robert Koch Institute"
"2021-07-19";"P5";"allemagne";"3753220";"91404";"3639640";"Robert Koch Institute"
"2021-07-20";"P5";"allemagne";"3754846";"91423";"3640270";"Robert Koch Institute"
"2021-07-21";"P5";"allemagne";"3756497";"91466";"3641100";"Robert Koch Institute"
"2021-07-22";"P5";"allemagne";"3758425";"91505";"3642010";"Robert Koch Institute"
"2021-07-23";"P5";"allemagne";"3760291";"91514";"3642120";"Robert Koch Institute"
"2021-07-24";"P5";"allemagne";"3761869";"91531";"3643350";"Robert Koch Institute"
"2021-07-25";"P5";"allemagne";"3763018";"91534";"3644560";"Robert Koch Institute"
"2021-07-26";"P5";"allemagne";"3764441";"91573";"3645870";"Robert Koch Institute"
"2021-07-27";"P5";"allemagne";"3766501";"91592";"3647240";"Robert Koch Institute"
"2021-07-28";"P5";"allemagne";"3777236";"91709";"3653990";"Robert Koch Institute"
"2021-07-29";"P5";"allemagne";"3772326";"91622";"3649670";"Robert Koch Institute"
"2021-07-30";"P5";"allemagne";"3774918";"91663";"3652400";"Robert Koch Institute"
"2021-07-31";"P5";"allemagne";"3776724";"91666";"3653150";"Robert Koch Institute"
"2021-08-01";"P5";"allemagne";"3778277";"91666";"3654720";"Robert Koch Institute"
"2021-08-02";"P5";"allemagne";"3779797";"91685";"3654950";"Robert Koch Institute"
"2021-08-03";"P5";"allemagne";"3782344";"91710";"3658150";"Robert Koch Institute"
"2021-08-04";"P5";"allemagne";"3786003";"91736";"3659260";"Robert Koch Institute"
"2021-08-05";"P5";"allemagne";"3789460";"91761";"";"Robert Koch Institute"
"2021-08-06";"P5";"allemagne";"3792848";"91785";"";"Robert Koch Institute"
"2021-08-07";"P5";"allemagne";"3795609";"91789";"";"Robert Koch Institute"
"2021-08-08";"P5";"allemagne";"3797849";"91791";"";"Robert Koch Institute"
"2021-08-09";"P5";"allemagne";"3800069";"91810";"";"Robert Koch Institute"
"2021-08-10";"P5";"allemagne";"3803351";"91824";"";"Robert Koch Institute"
"2021-08-11";"P5";"allemagne";"3808838";"91841";"";"Robert Koch Institute"
"2021-08-12";"P5";"allemagne";"3814335";"91860";"";"Robert Koch Institute"
"2021-08-13";"P5";"allemagne";"3819871";"91871";"";"Robert Koch Institute"
"2021-08-14";"P5";"allemagne";"3824546";"91874";"";"Robert Koch Institute"
"2021-08-15";"P5";"allemagne";"3828278";"91878";"";"Robert Koch Institute"
"2021-08-16";"P5";"allemagne";"3831827";"91905";"";"Robert Koch Institute"
"2021-08-17";"P5";"allemagne";"3837218";"91927";"";"Robert Koch Institute"
"2021-08-18";"P5";"allemagne";"3846226";"91949";"";"Robert Koch Institute"
"2021-08-19";"P5";"allemagne";"3854529";"91963";"";"Robert Koch Institute"
"2021-08-20";"P5";"allemagne";"3863495";"91980";"";"Robert Koch Institute"
"2021-08-21";"P5";"allemagne";"3870095";"91983";"";"Robert Koch Institute"
"2021-08-22";"P5";"allemagne";"3876041";"91987";"";"Robert Koch Institute"
"2021-08-23";"P5";"allemagne";"3881633";"92028";"";"Robert Koch Institute"
"2021-08-24";"P5";"allemagne";"3898287";"92067";"";"Robert Koch Institute"
"2021-08-25";"P5";"allemagne";"3911562";"92090";"";"Robert Koch Institute"
"2021-08-26";"P5";"allemagne";"3923250";"92108";"";"Robert Koch Institute"
"2021-08-27";"P5";"allemagne";"3925190";"92125";"";"Robert Koch Institute"
"2021-08-28";"P5";"allemagne";"3933585";"92136";"";"Robert Koch Institute"
"2021-08-29";"P5";"allemagne";"3940212";"92146";"";"Robert Koch Institute"
"2021-08-30";"P5";"allemagne";"3947035";"92208";"";"Robert Koch Institute"
"2021-08-31";"P5";"allemagne";"3965681";"92229";"";"Robert Koch Institute"
"2021-09-01";"P5";"allemagne";"3979839";"92262";"";"Robert Koch Institute"
"2021-09-02";"P5";"allemagne";"3993789";"92307";"";"Robert Koch Institute"
"2021-09-03";"P5";"allemagne";"3996688";"92331";"";"Robert Koch Institute"
"2021-09-04";"P5";"allemagne";"4014858";"92352";"";"Robert Koch Institute"
"2021-09-05";"P5";"allemagne";"4013808";"92360";"";"Robert Koch Institute"
"2021-09-06";"P5";"allemagne";"4020587";"92419";"";"Robert Koch Institute"
"2021-09-07";"P5";"allemagne";"4039667";"92463";"";"Robert Koch Institute"
"2021-09-08";"P5";"allemagne";"4044777";"92463";"";"Robert Koch Institute"
"2021-09-09";"P5";"allemagne";"4068495";"92559";"";"Robert Koch Institute"
"2021-09-10";"P5";"allemagne";"4071643";"92604";"";"Robert Koch Institute"
"2021-09-11";"P5";"allemagne";"4080180";"92612";"";"Robert Koch Institute"
"2021-09-12";"P5";"allemagne";"4087125";"92625";"";"Robert Koch Institute"
"2021-09-13";"P5";"allemagne";"4093412";"92694";"";"Robert Koch Institute"
"2021-09-14";"P5";"allemagne";"4102252";"92776";"";"Robert Koch Institute"
"2021-09-15";"P5";"allemagne";"4115342";"92843";"";"Robert Koch Institute"
"2021-09-16";"P5";"allemagne";"4127158";"92906";"";"Robert Koch Institute"
"2021-09-17";"P5";"allemagne";"4137062";"92928";"";"Robert Koch Institute"
"2021-09-18";"P5";"allemagne";"4144165";"92964";"";"Robert Koch Institute"
"2021-09-19";"P5";"allemagne";"4149832";"92977";"";"Robert Koch Institute"
"2021-09-20";"P5";"allemagne";"4155160";"93058";"";"Robert Koch Institute"
"2021-09-21";"P5";"allemagne";"4162437";"93129";"";"Robert Koch Institute"
"2021-09-22";"P5";"allemagne";"4173357";"93243";"";"Robert Koch Institute"
"2021-09-23";"P5";"allemagne";"4183672";"93310";"";"Robert Koch Institute"
"2021-09-24";"P5";"allemagne";"4192606";"93370";"";"Robert Koch Institute"
"2021-09-25";"P5";"allemagne";"4199029";"93398";"";"Robert Koch Institute"
"2021-09-26";"P5";"allemagne";"4204300";"93409";"";"Robert Koch Institute"
"2021-09-27";"P5";"allemagne";"4209098";"93509";"";"Robert Koch Institute"
"2021-09-28";"P5";"allemagne";"4216507";"93576";"";"Robert Koch Institute"
"2021-09-29";"P5";"allemagne";"4228774";"93643";"";"Robert Koch Institute"
"2021-09-30";"P5";"allemagne";"4239773";"93715";"";"Robert Koch Institute"
"2021-10-01";"P5";"allemagne";"4249061";"93781";"";"Robert Koch Institute"
"2021-10-02";"P5";"allemagne";"4255543";"93791";"";"Robert Koch Institute"
"2021-10-03";"P5";"allemagne";"4260494";"93798";"";"Robert Koch Institute"
"2021-10-04";"P5";"allemagne";"4265001";"93887";"";"Robert Koch Institute"
"2021-10-05";"P5";"allemagne";"4272764";"93963";"";"Robert Koch Institute"
"2021-10-06";"P5";"allemagne";"4284400";"94031";"";"Robert Koch Institute"
"2021-10-07";"P5";"allemagne";"4295876";"94117";"";"Robert Koch Institute"
"2021-10-08";"P5";"allemagne";"4305634";"94182";"";"Robert Koch Institute"
"2021-10-09";"P5";"allemagne";"4312528";"94206";"";"Robert Koch Institute"
"2021-10-10";"P5";"allemagne";"4318437";"94213";"";"Robert Koch Institute"
"2021-10-11";"P5";"allemagne";"4323346";"94308";"";"Robert Koch Institute"
"2021-10-12";"P5";"allemagne";"4331274";"94393";"";"Robert Koch Institute"
"2021-10-13";"P5";"allemagne";"4343591";"94407";"";"Robert Koch Institute"
"2021-10-14";"P5";"allemagne";"4355169";"94530";"";"Robert Koch Institute"
"2021-10-15";"P5";"allemagne";"4366833";"94605";"";"Robert Koch Institute"
"2021-10-16";"P5";"allemagne";"4375253";"94622";"";"Robert Koch Institute"
"2021-10-17";"P5";"allemagne";"4382019";"94632";"";"Robert Koch Institute"
"2021-10-18";"P5";"allemagne";"4388581";"94720";"";"Robert Koch Institute"
"2021-10-19";"P5";"allemagne";"4410921";"94812";"";"Robert Koch Institute"
"2021-10-20";"P5";"allemagne";"4429723";"94886";"";"Robert Koch Institute"
"2021-10-21";"P5";"allemagne";"4447231";"94995";"";"Robert Koch Institute"
"2021-10-22";"P5";"allemagne";"4462324";"95081";"";"Robert Koch Institute"
"2021-10-23";"P5";"allemagne";"4476187";"95105";"";"Robert Koch Institute"
"2021-10-24";"P5";"allemagne";"4476078";"95121";"";"Robert Koch Institute"
"2021-10-25";"P5";"allemagne";"4485437";"95148";"";"Robert Koch Institute"
"2021-10-26";"P5";"allemagne";"4516839";"95365";"";"Robert Koch Institute"
"2021-10-27";"P5";"allemagne";"4545665";"95489";"";"Robert Koch Institute"
"2021-10-28";"P5";"allemagne";"4553744";"95522";"";"Robert Koch Institute"
"2021-10-29";"P5";"allemagne";"4591264";"95701";"";"Robert Koch Institute"
"2021-10-30";"P5";"allemagne";"4608512";"95734";"";"Robert Koch Institute"
"2021-10-31";"P5";"allemagne";"4607958";"95735";"";"Robert Koch Institute"
"2021-11-01";"P5";"allemagne";"4619273";"95838";"";"Robert Koch Institute"
"2021-11-02";"P5";"allemagne";"4649964";"96031";"";"Robert Koch Institute"
"2021-11-03";"P5";"allemagne";"4684462";"96196";"";"Robert Koch Institute"
"2021-11-04";"P5";"allemagne";"4722102";"96351";"";"Robert Koch Institute"
"2021-11-05";"P5";"allemagne";"4755887";"96492";"";"Robert Koch Institute"
"2021-11-06";"P5";"allemagne";"4779675";"96529";"";"Robert Koch Institute"
"2021-11-07";"P5";"allemagne";"4792463";"96563";"";"Robert Koch Institute"
"2021-11-08";"P5";"allemagne";"4816177";"96731";"";"Robert Koch Institute"
"2021-11-09";"P5";"allemagne";"4857463";"96968";"";"Robert Koch Institute"
"2021-11-10";"P5";"allemagne";"4908540";"97203";"";"Robert Koch Institute"
"2021-11-11";"P5";"allemagne";"4957374";"97394";"";"Robert Koch Institute"
"2021-11-12";"P5";"allemagne";"5002730";"97623";"";"Robert Koch Institute"
"2021-11-13";"P5";"allemagne";"5037039";"97677";"";"Robert Koch Institute"
"2021-11-14";"P5";"allemagne";"5056242";"97720";"";"Robert Koch Institute"
"2021-11-15";"P5";"allemagne";"5091200";"97986";"";"Robert Koch Institute"
"2021-11-16";"P5";"allemagne";"5144827";"98278";"";"Robert Koch Institute"
"2021-11-17";"P5";"allemagne";"5213193";"98544";"";"Robert Koch Institute"
"2021-11-18";"P5";"allemagne";"5271961";"98751";"";"Robert Koch Institute"
"2021-11-19";"P5";"allemagne";"5329263";"98993";"";"Robert Koch Institute"
"2021-11-20";"P5";"allemagne";"5374446";"99067";"";"Robert Koch Institute"
"2021-11-21";"P5";"allemagne";"5400687";"99130";"";"Robert Koch Institute"
"2021-11-22";"P5";"allemagne";"5448574";"99437";"";"Robert Koch Institute"
"2021-11-23";"P5";"allemagne";"5516623";"99773";"";"Robert Koch Institute"
"2021-11-24";"P5";"allemagne";"5595674";"100123";"";"Robert Koch Institute"
"2021-11-25";"P5";"allemagne";"5670253";"100480";"";"Robert Koch Institute"
"2021-11-26";"P5";"allemagne";"5735837";"100783";"";"Robert Koch Institute"
"2021-11-27";"P5";"allemagne";"5780814";"100887";"";"Robert Koch Institute"
"2021-11-28";"P5";"allemagne";"5804139";"100960";"";"Robert Koch Institute"
"2021-11-29";"P5";"allemagne";"5854884";"101350";"";"Robert Koch Institute"
"2021-11-30";"P5";"allemagne";"5923564";"101794";"";"Robert Koch Institute"
"2021-12-01";"P5";"allemagne";"5999020";"102183";"";"Robert Koch Institute"
"2021-12-02";"P5";"allemagne";"6072299";"102573";"";"Robert Koch Institute"
"2021-12-03";"P5";"allemagne";"6134492";"102951";"";"Robert Koch Institute"
"2021-12-04";"P5";"allemagne";"6177992";"103043";"";"Robert Koch Institute"
"2021-12-05";"P5";"allemagne";"6200937";"103124";"";"Robert Koch Institute"
"2021-12-06";"P5";"allemagne";"6219259";"103240";"";"Robert Koch Institute"
"2021-12-07";"P5";"allemagne";"6312346";"104051";"";"Robert Koch Institute"
"2021-12-08";"P5";"allemagne";"6339828";"104201";"";"Robert Koch Institute"
"2021-12-09";"P5";"allemagne";"6442846";"105000";"";"Robert Koch Institute"
"2021-12-10";"P5";"allemagne";"6496142";"105510";"";"Robert Koch Institute"
"2021-12-11";"P5";"allemagne";"6528894";"105642";"";"Robert Koch Institute"
"2021-12-12";"P5";"allemagne";"6546010";"105758";"";"Robert Koch Institute"
"2021-12-13";"P5";"allemagne";"6581433";"106231";"";"Robert Koch Institute"
"2021-12-14";"P5";"allemagne";"6633666";"106685";"";"Robert Koch Institute"
"2021-12-15";"P5";"allemagne";"6690568";"107207";"";"Robert Koch Institute"
"2021-12-16";"P5";"allemagne";"6741968";"107655";"";"Robert Koch Institute"
"2021-12-17";"P5";"allemagne";"6757684";"107812";"";"Robert Koch Institute"
"2021-12-18";"P5";"allemagne";"6813287";"108238";"";"Robert Koch Institute"
"2021-12-19";"P5";"allemagne";"6812746";"108356";"";"Robert Koch Institute"
"2021-12-20";"P5";"allemagne";"6834488";"108818";"";"Robert Koch Institute"
"2021-12-21";"P5";"allemagne";"6899437";"109328";"";"Robert Koch Institute"
"2021-12-22";"P5";"allemagne";"6943750";"109753";"";"Robert Koch Institute"
"2021-12-23";"P5";"allemagne";"6978170";"110124";"";"Robert Koch Institute"
"2021-12-24";"P5";"allemagne";"6982238";"110279";"";"Robert Koch Institute"
"2021-12-25";"P5";"allemagne";"6999476";"110367";"";"Robert Koch Institute"
"2021-12-26";"P5";"allemagne";"7009648";"110436";"";"Robert Koch Institute"
"2021-12-27";"P5";"allemagne";"7028398";"110810";"";"Robert Koch Institute"
"2021-12-28";"P5";"allemagne";"7059396";"110994";"";"Robert Koch Institute"
"2021-12-29";"P5";"allemagne";"7129352";"111607";"";"Robert Koch Institute"
"2021-12-30";"P5";"allemagne";"7171422";"111929";"";"Robert Koch Institute"
"2021-12-31";"P5";"allemagne";"7193186";"112111";"";"Robert Koch Institute"
"2022-01-01";"P5";"allemagne";"7196154";"112157";"";"Robert Koch Institute"
"2022-01-02";"P5";"allemagne";"7208790";"112161";"";"Robert Koch Institute"
"2022-01-03";"P5";"allemagne";"7258803";"112584";"";"Robert Koch Institute"
"2022-01-04";"P5";"allemagne";"7320708";"112929";"";"Robert Koch Institute"
"2022-01-05";"P5";"allemagne";"7388045";"113373";"";"Robert Koch Institute"
"2022-01-06";"P5";"allemagne";"7447155";"113636";"";"Robert Koch Institute"
"2022-01-07";"P5";"allemagne";"7499776";"113905";"";"Robert Koch Institute"
"2022-01-08";"P5";"allemagne";"7531904";"113982";"";"Robert Koch Institute"
"2022-01-09";"P5";"allemagne";"7553743";"114033";"";"Robert Koch Institute"
"2022-01-10";"P5";"allemagne";"7570361";"114127";"";"Robert Koch Institute"
"2022-01-11";"P5";"allemagne";"7690632";"114739";"";"Robert Koch Institute"
"2022-01-12";"P5";"allemagne";"7776864";"115056";"";"Robert Koch Institute"
"2022-01-13";"P5";"allemagne";"7866784";"115343";"";"Robert Koch Institute"
"2022-01-14";"P5";"allemagne";"7943959";"115576";"";"Robert Koch Institute"
"2022-01-15";"P5";"allemagne";"7988210";"115627";"";"Robert Koch Institute"
"2022-01-16";"P5";"allemagne";"8021339";"115654";"";"Robert Koch Institute"
"2022-01-17";"P5";"allemagne";"8104157";"115846";"";"Robert Koch Institute"
"2022-01-18";"P5";"allemagne";"8222262";"116085";"";"Robert Koch Institute"
"2022-01-19";"P5";"allemagne";"8361262";"116321";"";"Robert Koch Institute"
"2022-01-20";"P5";"allemagne";"8502132";"116490";"";"Robert Koch Institute"
"2022-01-21";"P5";"allemagne";"8635461";"116668";"";"Robert Koch Institute"
"2022-01-22";"P5";"allemagne";"8716804";"116722";"";"Robert Koch Institute"
"2022-01-23";"P5";"allemagne";"8773030";"116751";"";"Robert Koch Institute"
"2022-01-24";"P5";"allemagne";"8909503";"116967";"";"Robert Koch Institute"
"2022-01-25";"P5";"allemagne";"9088672";"117131";"";"Robert Koch Institute"
"2022-01-26";"P5";"allemagne";"9317280";"117318";"";"Robert Koch Institute"
"2022-01-27";"P5";"allemagne";"9477603";"117488";"";"Robert Koch Institute"
"2022-01-28";"P5";"allemagne";"9661657";"117670";"";"Robert Koch Institute"
"2022-01-29";"P5";"allemagne";"9774847";"117730";"";"Robert Koch Institute"
"2022-01-30";"P5";"allemagne";"9846032";"117790";"";"Robert Koch Institute"
"2022-01-31";"P5";"allemagne";"10025463";"117979";"";"Robert Koch Institute"
"2022-02-01";"P5";"allemagne";"10236740";"118175";"";"Robert Koch Institute"
"2022-02-02";"P5";"allemagne";"10474992";"118339";"";"Robert Koch Institute"
"2022-02-03";"P5";"allemagne";"10723644";"118508";"";"Robert Koch Institute"
"2020-02-25";"P6";"suisse";"1";"";"";"OFSP - site corona-data.ch pour guérisons"
"2020-02-26";"P6";"suisse";"1";"";"";"OFSP - site corona-data.ch pour guérisons"
"2020-02-27";"P6";"suisse";"3";"";"";"OFSP - site corona-data.ch pour guérisons"
"2020-02-28";"P6";"suisse";"15";"";"";"OFSP - site corona-data.ch pour guérisons"
